id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	6492	Unknown	1	Adult	Breeding	1998	7	22			South Africa	Mpumalanga	Unknown		-25.57222	30.08083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6495	Unknown	4	2 Adults, 2 Juveniles	Feeding	1998	1	15			South Africa	Mpumalanga	Unknown		-25.36000	30.01528	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6503	Unknown	15	Adult	Unknown	1998	3	5			South Africa	Mpumalanga	Unknown		-25.59889	30.10389	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6504	Unknown	1	Adult	Unknown	1998	3	5			South Africa	Mpumalanga	Unknown		-25.17333	30.19139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6509	Unknown	3	2 Adults, 1 Juvenile	Feeding	1998	1	15		Family group	South Africa	KwaZulu-Natal	Unknown		-29.24167	29.69583	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6516	Unknown	44	Adult	Feeding	1998	8	10			South Africa	Mpumalanga	Unknown		-25.60889	30.10333	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6523	Unknown	2	Adult	Unknown	1998	8	10			South Africa	Mpumalanga	Unknown		-25.59889	30.10389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	6524	Unknown	30	Adult	Unknown	1998	1	1			South Africa	Eastern Cape	Unknown		-31.11306	28.40250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6525	Bun Roberts	178	Adult	Unknown	1998	5	1			South Africa	Eastern Cape	Unknown		-31.00639	28.26111	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6527	Unknown	2	Adult	Unknown	1998	11	30		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-28.09111	32.32361	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6528	Unknown	2	Adult	Breeding	1998	9	18			South Africa	Mpumalanga	Unknown		-25.57750	30.14528	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6531	Unknown	2	Adult, Juvenile	Feeding	1998	8	31			South Africa	Mpumalanga	Unknown		-25.27444	30.15139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6532	Unknown	2	Adult	Feeding	1998	2	1			South Africa	Mpumalanga	Unknown		-25.28500	30.15250	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6536	Unknown	2	Adult	Unknown	1998	1	19			South Africa	Mpumalanga	Unknown		-25.27472	30.15194	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6538	Greg	3	2 Adults, 1 Juvenile	Feeding	1998	12	14		Family group	South Africa	KwaZulu-Natal	Unknown		-29.57500	30.01667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6539	Unknown	3	2 Adults, 1 Juvenile	Feeding	1998	5	23		Family group	South Africa	KwaZulu-Natal	Unknown		-29.23472	30.18472	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6540	Unknown	3	2 Adults, 1 Juvenile	Feeding	1998	9	4		Family group	South Africa	KwaZulu-Natal	Unknown		-29.27083	30.04167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6541	Unknown	3	2 Adults, 1 Juvenile	Feeding	1998	9	18		Family group	South Africa	KwaZulu-Natal	Unknown		-29.24167	29.69722	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6550	Unknown	3	2 Adults, 1 Juvenile	Unknown	1998	5	18		Family group	South Africa	KwaZulu-Natal	Unknown		-29.28750	30.25000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6551	Unknown	3	2 Adults, 1 Juvenile	Unknown	1998	5	18		Family group	South Africa	KwaZulu-Natal	Unknown		-29.26806	30.22639	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6552	Unknown	4	2 Adults, 2 Juveniles	Unknown	1998	1	1		Family group	South Africa	Eastern Cape	Unknown		-31.22444	28.31639	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6559	J.Elliot	5	Adult	Feeding	1998	9	12		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-29.15556	29.87083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6561	Unknown	2	Adult	Breeding	1998	5	23		Pair	South Africa	KwaZulu-Natal	Unknown		-28.99722	30.65139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6563	Lana	2	Adult	Feeding	1998	5	23		Pair	South Africa	KwaZulu-Natal	Unknown		-29.24167	29.70278	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6564	Unknown	2	Adult	Feeding	1998	5	18		Pair	South Africa	KwaZulu-Natal	Unknown		-29.25556	30.25417	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6565	M.Turner	2	Adult	Feeding	1998	7	1		Pair	South Africa	KwaZulu-Natal	Unknown		-29.55278	29.84861	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6570	Unknown	2	Adult	Unknown	1998	5	27		Pair	South Africa	KwaZulu-Natal	Unknown		-29.19722	29.76667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6571	C Pullen	2	Adult	Unknown	1998	8	28		Pair	South Africa	KwaZulu-Natal	Unknown		-29.83333	30.01667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6574	Unknown	1	Adult	Unknown	1998	11	30		Single	South Africa	KwaZulu-Natal	Unknown		-28.48889	32.16528	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6575	Unknown	2	Adult	Breeding	1998	7	3			South Africa	KwaZulu-Natal	Unknown		-29.29417	30.27000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6578	Unknown	2	Adult	Feeding	1998	10	9			South Africa	KwaZulu-Natal	Unknown		-29.16944	30.56444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6579	Unknown	2	Adult	Feeding	1998	10	9			South Africa	KwaZulu-Natal	Unknown		-29.18250	30.56556	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6595	Unknown	31	Adult	Unknown	1998	10	3			South Africa	KwaZulu-Natal	Unknown		-29.16750	30.56778	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6596	V. Prinsloo	4	2 Adults, 2 Juveniles	Unknown	1998	12	29			South Africa	Free State	Unknown		-27.88778	29.46889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	6597	Unknown	1	Adult	Unknown	1998	11	19			South Africa	Eastern Cape	Unknown		-30.89111	27.63167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6609	Unknown	3	2 Adults, 1 Juvenile	Feeding	1998	9	28		Family group	South Africa	KwaZulu-Natal	Unknown		-28.99722	30.65139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6610	Steve	3	2 Adults, 1 Juvenile	Feeding	1998	4	23		Family group	South Africa	KwaZulu-Natal	Unknown		-29.66806	29.90556	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6612	R. Butcher	3	2 Adults, 1 Juvenile	Unknown	1998	7	25		Family group	South Africa	KwaZulu-Natal	Unknown		-29.40972	29.95000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	6613	Unknown	3	2 Adults, 1 Juvenile	Unknown	1998	7	13		Family group	South Africa	KwaZulu-Natal	Unknown		-29.87611	29.31806	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6614	Unknown	3	2 Adults, 1 Juvenile	Unknown	1998	6	26		Family group	South Africa	KwaZulu-Natal	Unknown		-30.27889	29.36861	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6615	Unknown	4	2 Adults, 2 Juveniles	Unknown	1998	6	26		Family group	South Africa	Eastern Cape	Unknown		-30.34806	28.96944	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6616	Unknown	4	2 Adults, 2 Juveniles	Unknown	1998	6	26		Family group	South Africa	Eastern Cape	Unknown		-30.33472	29.13694	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6617	Unknown	3	2 Adults, 1 Juvenile	Unknown	1998	6	26		Family group	South Africa	Eastern Cape	Unknown		-30.33278	29.13694	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6618	Unknown	4	2 Adults, 2 Juveniles	Unknown	1998	6	26		Family group	South Africa	Eastern Cape	Unknown		-30.33333	29.13750	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6619	Unknown	3	2 Adults, 1 Juvenile	Unknown	1998	6	26		Family group	South Africa	KwaZulu-Natal	Unknown		-30.25000	29.25417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	6620	A&Z v Zyl	3	2 Adults, 1 Juvenile	Unknown	1998	1	21		Family group	South Africa	Northern Cape	Unknown		-31.06222	24.18833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	6622	Unknown	4	2 Adults, 2 Juveniles	Unknown	1998	7	13		Family group	South Africa	KwaZulu-Natal	Unknown		-29.78333	30.39000	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
