id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	17259	Bradley Gibbons	8	6 Adults, 2 Juveniles	Unknown	2008	4	7		Family group	South Africa	Northern Cape	Unknown	100m to the South	-3.108.972	2.379.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17260	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	4	18		Family group	South Africa	Northern Cape	Unknown	100m to the South	-3.141.917	2.421.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17261	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2008	5	12		Family group	South Africa	Northern Cape	Unknown	200m to the South	-3.082.889	2.417.583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17262	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	2	7		Family group	South Africa	Eastern Cape	Unknown	200m to the South	-3.155.361	2.469.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17263	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	2	8		Family group	South Africa	Eastern Cape	Unknown	250m to the South	-3.155.333	2.469.194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17264	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	2	29		Family group	South Africa	Eastern Cape	Unknown	200m to the South	-3.155.278	2.468.278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17265	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	3	28		Family group	South Africa	Eastern Cape	Unknown	100m to the South	-3.154.528	2.459.000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17266	Bradley Gibbons	3	1 Adult, 2 Juveniles	Unknown	2008	5	30		Family group	South Africa	Eastern Cape	Unknown	100m to the South	-3.154.028	2.455.694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17267	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	3	9		Family group	South Africa	Northern Cape	Unknown	450m to the SouthWest	-3.143.417	2.427.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17268	Bradley Gibbons	4	Adult	Unknown	2007	10	25		Family group	South Africa	Northern Cape	Unknown	400m to the SouthWest	-3.090.389	2.452.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17269	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2008	4	14		Family group	South Africa	Northern Cape	Unknown	200m to the SouthWest	-3.081.778	2.416.167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17270	Bradley Gibbons	1	Adult	Unknown	2008	2	29		Family group	South Africa	Eastern Cape	Unknown	450m to the SouthWest	-3.155.278	2.468.278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17271	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2008	6	4		Family group	South Africa	Northern Cape	Unknown	300m to the SouthWest	-3.134.472	2.453.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17272	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2008	6	4		Family group	South Africa	Northern Cape	Unknown	300m to the SouthWest	-3.134.222	2.453.111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17273	Bradley Gibbons & Ronelle Visagie	3	2 Adults, 1 Juvenile	Unknown	2007	3	14		Family group	South Africa	Northern Cape	Unknown		-3.050.139	2.447.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17274	Bradley Gibbons & Ronelle Visagie	3	Adult	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown	300m to the West	-3.089.250	2.395.056	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17275	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2008	4	14		Family group	South Africa	Northern Cape	Unknown	100m to the West	-3.084.556	2.419.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17276	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2008	4	15		Family group	South Africa	Northern Cape	Unknown	100m to the West	-3.114.611	2.380.083	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17277	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2008	5	23		Family group	South Africa	Eastern Cape	Unknown	50m to the West	-3.230.472	2.449.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17278	Bradley Gibbons	2	Adult	Unknown	2008	6	18		Family group	South Africa	Eastern Cape	Unknown	50m to the West	-3.178.306	2.492.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17279	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	2	29		Family group	South Africa	Northern Cape	Unknown	200m to the NorthWest	-3.073.583	2.462.417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17280	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2008	4	18		Family group	South Africa	Northern Cape	Unknown	450m to the NorthWest	-3.149.194	2.442.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17281	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2008	4	18		Family group	South Africa	Northern Cape	Unknown	200m to the NorthWest	-3.135.472	2.419.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17282	Dan Butler	4	Adult	Unknown	2007	6	26		Family group	South Africa	Western Cape	Unknown		-3.196.972	2.400.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17283	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	2	26		Family group	South Africa	Northern Cape	Unknown		-3.094.278	2.405.083	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17284	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	2	26		Family group	South Africa	Northern Cape	Unknown		-3.092.306	2.403.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17285	Johan	4	Adult	Unknown	2007	1	2		Family group	South Africa	Northern Cape	Unknown		-3.051.500	2.446.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17286	Johan	4	2 Adults, 2 Juveniles	Unknown	2007	1	2		Family group	South Africa	Northern Cape	Unknown		-3.098.056	2.451.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17287	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.138.389	2.426.056	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17288	Hubert Viljoen	4	2 Adults, 2 Juveniles	Unknown	2007	2	6		Family group	South Africa	Northern Cape	Unknown		-3.137.028	2.425.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17289	Hubert Viljoen	4	2 Adults, 2 Juveniles	Unknown	2007	3	6		Family group	South Africa	Northern Cape	Unknown		-3.135.472	2.425.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17290	Ronelle Visagie	3	2 Adults, 1 Juvenile	Unknown	2007	3	27		Family group	South Africa	Northern Cape	Unknown		-3.051.611	2.442.722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17291	Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	27		Family group	South Africa	Northern Cape	Unknown		-3.049.806	2.449.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17292	Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	28		Family group	South Africa	Northern Cape	Unknown		-3.099.500	2.380.778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17293	Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	12	25		Family group	South Africa	Northern Cape	Unknown		-3.089.222	2.423.056	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17294	Ronelle Visagie	3	2 Adults, 1 Chick	Unknown	2008	4	6		Family group	South Africa	Northern Cape	Unknown		-3.089.306	2.395.000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17295	Ronelle Visagie	3	2 Adults, 1 Juvenile	Unknown	2008	4	6		Family group	South Africa	Northern Cape	Unknown		-3.117.806	2.373.583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17296	BG and Handre Viljoen	4	Adult	Unknown	2007	5	25		Family group	South Africa	Northern Cape	Unknown		-3.141.472	2.415.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17297	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	2	8		Family group	South Africa	Northern Cape	Unknown		-3.139.028	2.419.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17298	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	2	26		Family group	South Africa	Northern Cape	Unknown		-3.143.194	2.412.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17299	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	2	26		Family group	South Africa	Northern Cape	Unknown		-3.138.889	2.406.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17300	Bradley Gibbons	2	Adult, Chick	Unknown	2008	3	8		Family group	South Africa	Northern Cape	Unknown		-3.074.306	2.460.556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17301	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	17		Family group	South Africa	Northern Cape	Unknown		-3.085.694	2.451.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17302	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	1	18		Family group	South Africa	Northern Cape	Unknown		-3.139.528	2.427.417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17303	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	28		Family group	South Africa	Northern Cape	Unknown		-3.017.917	2.409.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17304	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	1	29		Family group	South Africa	Northern Cape	Unknown		-3.132.833	2.442.139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17305	Bradley Gibbons	3	Adult	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.137.278	2.454.111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17306	Bradley Gibbons	4	Adult	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.131.750	2.472.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17307	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.139.472	2.454.194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17308	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.120.583	2.485.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17309	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.115.222	2.491.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17310	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.148.861	2.441.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17311	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	31		Family group	South Africa	Northern Cape	Unknown		-3.149.556	2.437.778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17312	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	2	1		Family group	South Africa	Northern Cape	Unknown		-3.050.417	2.450.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17313	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	2	1		Family group	South Africa	Northern Cape	Unknown		-3.052.306	2.455.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17314	Bradley Gibbons	3	Adult	Unknown	2007	2	2		Family group	South Africa	Northern Cape	Unknown		-3.049.500	2.460.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17315	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	2	3		Family group	South Africa	Northern Cape	Unknown		-3.148.556	2.441.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17316	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	2	5		Family group	South Africa	Northern Cape	Unknown		-3.148.861	2.437.722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17317	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	2	5		Family group	South Africa	Northern Cape	Unknown		-3.149.111	2.441.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17318	Bradley Gibbons & Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	14		Family group	South Africa	Northern Cape	Unknown		-3.091.722	2.452.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17319	Bradley Gibbons & Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	14		Family group	South Africa	Northern Cape	Unknown		-3.050.556	2.450.667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17320	Bradley Gibbons & Ronelle Visagie	4	Adult	Unknown	2007	3	14		Family group	South Africa	Northern Cape	Unknown		-3.081.083	2.470.361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17321	Bradley Gibbons & Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	14		Family group	South Africa	Northern Cape	Unknown		-3.091.556	2.463.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17322	Bradley Gibbons & Ronelle Visagie	3	Adult	Unknown	2007	3	14		Family group	South Africa	Northern Cape	Unknown		-3.093.389	2.465.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17323	Bradley Gibbons & Ronelle Visagie	3	2 Adults, 1 Juvenile	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.114.444	2.476.111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17324	Bradley Gibbons & Ronelle Visagie	3	Adult	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.117.639	2.373.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17325	Bradley Gibbons & Ronelle Visagie	3	Adult	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.103.722	2.404.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17326	Bradley Gibbons & Ronelle Visagie	3	2 Adults, 1 Juvenile	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.115.750	2.374.000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17327	Bradley Gibbons & Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.117.306	2.374.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17328	Bradley Gibbons & Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.100.500	2.379.667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17329	Bradley Gibbons & Ronelle Visagie	3	2 Adults, 1 Juvenile	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.116.806	2.380.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17330	Bradley Gibbons & Ronelle Visagie	4	2 Adults, 2 Juveniles	Unknown	2007	3	15		Family group	South Africa	Northern Cape	Unknown		-3.090.583	2.393.194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17331	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	5	9		Family group	South Africa	Western Cape	Unknown		-3.199.944	2.349.194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17332	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	5	10		Family group	South Africa	Northern Cape	Unknown		-3.128.583	2.483.278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17333	BG and Handre Viljoen	3	Adult	Unknown	2007	5	25		Family group	South Africa	Northern Cape	Unknown		-3.143.944	2.412.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17334	BG and Handre Viljoen	4	Adult	Unknown	2007	5	25		Family group	South Africa	Northern Cape	Unknown		-3.145.361	2.411.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17335	BG and Handre Viljoen	3	Adult	Unknown	2007	5	25		Family group	South Africa	Northern Cape	Unknown		-3.141.500	2.413.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17336	Bradley Gibbons	3	Adult	Unknown	2007	8	8		Family group	South Africa	Northern Cape	Unknown		-3.118.861	2.364.056	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17337	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2008	3	1		Family group	South Africa	Eastern Cape	Unknown		-3.189.222	2.479.306	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17338	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2006	12	5		Family group	South Africa	Eastern Cape	Unknown		-3.181.528	2.423.722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17339	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2006	12	5		Family group	South Africa	Eastern Cape	Unknown		-3.201.333	2.432.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17340	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	8		Family group	South Africa	Eastern Cape	Unknown		-3.190.333	2.478.306	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17341	Bradley Gibbons	3	1 Adult, 2 Juveniles	Unknown	2007	1	8		Family group	South Africa	Eastern Cape	Unknown		-3.202.806	2.463.583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17342	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	8		Family group	South Africa	Eastern Cape	Unknown		-3.187.361	2.483.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17343	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	1	8		Family group	South Africa	Eastern Cape	Unknown		-3.175.250	2.492.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17344	Bradley Gibbons	3	Adult	Unknown	2007	1	18		Family group	South Africa	Eastern Cape	Unknown		-3.154.972	2.468.778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17345	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	1	18		Family group	South Africa	Eastern Cape	Unknown		-3.155.528	2.467.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17346	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	2	3		Family group	South Africa	Eastern Cape	Unknown		-3.155.722	2.468.361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17347	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	2	5		Family group	South Africa	Eastern Cape	Unknown		-3.190.083	2.478.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17348	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	2	13		Family group	South Africa	Eastern Cape	Unknown		-3.116.306	2.571.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17349	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	2	14		Family group	South Africa	Eastern Cape	Unknown		-3.160.250	2.468.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17350	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	3	6		Family group	South Africa	Eastern Cape	Unknown		-3.146.639	2.520.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17351	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	3	7		Family group	South Africa	Eastern Cape	Unknown		-3.145.556	2.466.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17352	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	3	7		Family group	South Africa	Eastern Cape	Unknown		-3.140.500	2.466.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17353	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	3	7		Family group	South Africa	Eastern Cape	Unknown		-3.147.889	2.468.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17354	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	3	7		Family group	South Africa	Eastern Cape	Unknown		-3.155.361	2.469.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17355	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	3	7		Family group	South Africa	Eastern Cape	Unknown		-3.152.000	2.491.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17356	Bradley Gibbons	4	Adult	Unknown	2007	3	9		Family group	South Africa	Eastern Cape	Unknown		-3.193.528	2.473.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17357	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2007	3	9		Family group	South Africa	Eastern Cape	Unknown		-3.189.639	2.478.556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17358	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2007	3	9		Family group	South Africa	Eastern Cape	Unknown		-3.189.111	2.479.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17359	Bradley Gibbons	2	Adult	Unknown	2007	3	13		Family group	South Africa	Eastern Cape	Unknown		-3.190.444	2.478.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17360	Bradley Gibbons	4	Adult	Unknown	2007	3	30		Family group	South Africa	Eastern Cape	Unknown		-3.190.222	2.478.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17361	Bradley Gibbons	4	Adult	Unknown	2007	4	9		Family group	South Africa	Eastern Cape	Unknown		-3.193.167	2.474.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
