id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	103	Bradley Gibbons	2	Adult	Unknown	2005	4	6	No sign of chicks		South Africa	Eastern Cape	Unknown		-3.116.444	2.569.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	104	Gavin Shaw	21	Adult	Feeding	2005	6	9	"Not breeding; Large flock standing on island in wetland"		South Africa	Mpumalanga	Unknown		-2.558.083	3.007.833	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	105	Gavin Shaw	8	6 Adults, 2 Juveniles	Feeding	2005	6	8	"Not breeding; Standing on pastures feeding"		South Africa	Mpumalanga	Unknown		-2.559.500	3.009.167	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	106	Gavin Shaw	41	Adult	Feeding	2005	6	30	"Not breeding; Two men wielding shotguns in vlei. No WC's in site!!!"		South Africa	Mpumalanga	Unknown		-2.558.083	3.007.833	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	107	Glenn Ramke	2	Adult	Feeding	2005	1	9	Often feed in field on neighbouring property		South Africa	Mpumalanga	Unknown		-2.736.194	3.011.944	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	108	Mark van Niekerk	67	63 Adults, 4 Juveniles	Feeding	2005	5	19	One of the birds has rings.White over Orange on left leg. Yellow on Right.	Flock (mixed species)	South Africa	Eastern Cape	Unknown		-3.078.778	2.825.806	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	109	Ronelle Visagie	4	Adult	Feeding	2005	10	27	One pair on each side of the road - calling		South Africa	Northern Cape	Unknown		-3.048.500	2.464.361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	110	Ronelle Visagie	33	Adult	Feeding	2005	10	12	"Ostrich feeding camps; Feeding with sheep;  1 ringed BC:  L= long red; R=Green/White"		South Africa	Northern Cape	Unknown		-3.064.528	2.462.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	111	Bradley Gibbons	94	Adult	Flying	2005	7	30	Over lucerne lands - on their way to roost. Flew in a northern direction. They came from Juriesbaken.		South Africa	Eastern Cape	Unknown		-3.145.694	2.549.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	112	Bernard Schmidt	80	Adult	Roosting	2005	5	23	Pan still has water in it	Flock (mixed species)	South Africa	Free State	Unknown		-2.750.944	2.945.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	113	Ronelle Visagie	2	Adult	Feeding	2005	10	12	"Please check coord.; Bradley also has this sighting"		South Africa	Northern Cape	Unknown		-3.081.333	2.471.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	114	Ronelle Visagie	2	Adult	Feeding	2005	10	12	"Please check coord.; Bradley also has this sighting"		South Africa	Northern Cape	Unknown		-3.071.583	2.466.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	115	Bradley Gibbons	4	Adult	Flying	2005	8	18	Quite tall vegetation		South Africa	Eastern Cape	Unknown		-3.268.639	2.347.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	116	Bradley Gibbons	2	Adult	Unknown	2005	8	18	Quite tall vegetation		South Africa	Eastern Cape	Unknown		-3.269.444	2.346.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	117	Jan Mokwena	2	Adult	Unknown	2005	3	14	Received a phone call from another farmer in the area to let me know about this pair - Jan is very proud of this pair - they have 1 chick every year	Pair	South Africa	Free State	Unknown		-2.837.861	2.893.556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	118	Mark van Niekerk	114	109 Adults, 5 Juveniles	Feeding	2005	7	14	Resighting of ringed crane: Right leg: Large white. Left:Blue		South Africa	Eastern Cape	Unknown		-3.100.194	2.821.194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	119	Mark van Niekerk	2	Adult	Feeding	2005	8	22	Resighting of ringed crane: Right leg: Large Yellow. Left:Green top, Orange bottom		South Africa	Eastern Cape	Unknown		-3.101.389	2.826.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	120	Andrew McFarlane	3	2 Adults, 1 Juvenile	Feeding	2005	8	20	Resighting of ringed crane: Right leg:Large Yellow. Left:Red		South Africa	Eastern Cape	Unknown		-3.109.139	2.840.917	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	121	Mark van Niekerk	3	Adult	Feeding	2005	10	10	Resightings:1) Left leg: LargeYellow. Right :  Green/ Orange		South Africa	Eastern Cape	Unknown		-3.101.083	2.823.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	122	Mark van Niekerk	100	Adult	Feeding	2005	9	9	Resightings:1) Right leg: LargeYellow. Left:  Yellow .2)Right leg:Large Yellow . Left: Orange		South Africa	Eastern Cape	Unknown		-3.135.833	2.775.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	123	Mark van Niekerk	125	120 Adults, 5 Juveniles	Feeding	2005	8	24	Resightings:1) Right leg: White/Yellow. Left: Large Yellow .2)Right leg:Orange. Left: Large Yellow		South Africa	Eastern Cape	Unknown		-3.126.333	2.821.250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	125	Gavin Shaw	2	Adult	Breeding	2005	6	29	"S1; Incubating only one egg. Good view on nest."	Pair	South Africa	Mpumalanga	Unknown		-2.528.389	3.016.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	126	Bradley Gibbons + Leon	18	Adult	Feeding	2005	2	15	Same place as 14/02	Flock (single species)	South Africa	Northern Cape	Unknown		-3.089.222	2.420.250	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	127	Glenn Ramke	2	Adult	Feeding	2005	1	12	Same wetland as WC	Pair	South Africa	Mpumalanga	Unknown		-2.728.889	3.046.694	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	128	Frik Lemmer	2	Adult	Feeding	2005	5	16	Saw this pair on neighbouring farm as well.	Pair	South Africa	KwaZulu-Natal	Rivierplaas		-2.733.889	3.089.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	130	Bradley Gibbons & Ronelle Visagie	330	Adult	Feeding	2005	8	10	See below sightings - these are out of the same flock		South Africa	Northern Cape	Unknown		-2.988.500	2.439.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	131	Glenn Ramke	2	Adult	Feeding	2005	1	22	Seem to have lost clutch - see above	Pair	South Africa	Mpumalanga	Unknown		-2.734.222	3.014.194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	KwaZulu-Natal Crane Foundation	HumanObservation	132	Brent Coverdale	39	Adult	Unknown	2005	8	12	Seen at Kildare/Fordoun	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.930.667	3.003.139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	KwaZulu-Natal Crane Foundation	HumanObservation	133	Brent Coverdale	39	Adult	Unknown	2005	8	12	Seen at Kildare/Fordoun	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.930.667	3.003.139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	134	Glenn Ramke	2	Adult	Feeding	2005	1	10	Sitting	Pair	South Africa	Mpumalanga	Unknown		-2.730.389	3.006.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	135	Glenn Ramke	2	Adult	Feeding	2005	1	17	Sitting	Pair	South Africa	Mpumalanga	Unknown		-2.734.222	3.014.194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	136	Glenn Ramke	2	Adult	Feeding	2005	1	19	Sitting	Pair	South Africa	Mpumalanga	Unknown		-2.734.222	3.014.194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	137	Glenn Ramke	2	Adult	Feeding	2005	1	16	Sitting	Pair	South Africa	KwaZulu-Natal	Unknown		-2.749.222	3.014.194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	138	Glenn Ramke	2	Adult	Feeding	2005	1	9	Sitting	Pair	South Africa	Mpumalanga	Unknown		-2.736.500	3.012.750	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	139	Glenn Ramke	2	Adult	Feeding	2005	1	14	"Sitting; At edge of wetland more in grass than reeds"	Pair	South Africa	Mpumalanga	Unknown		-2.734.222	3.014.194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	140	Glenn Ramke	2	Adult	Feeding	2005	1	12	"Sitting; New nest siting - saw pair with big chick last year"		South Africa	Mpumalanga	Unknown		-2.648.528	3.016.167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	141	Gavin Shaw	1	Adult	Feeding	2005	6	8	Standing in wetland on its own. No sign of other bird		South Africa	Mpumalanga	Unknown		-2.559.500	3.009.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	142	Bradley Gibbons & Willie De Jager	120	Adult	Feeding	2005	7	2	Stubble		South Africa	Eastern Cape	Unknown		-3.159.333	2.558.667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	143	Bradley Gibbons & Ronelle Visagie	2	Adult	Unknown	2005	3	15	Supposed to be chicks, but we didn't see them - neither did the farm worker	Pair	South Africa	Northern Cape	Unknown		-3.004.750	2.396.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	144	Elana Kitching	70	Adult	Feeding	2005	8	26	Tall karoo bossies		South Africa	Eastern Cape	Unknown		-3.328.056	2.483.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	145	Bradley Gibbons	2	Adult	Feeding	2005	8	28	Tall karoo bossies		South Africa	Eastern Cape	Unknown		-3.251.306	2.487.167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	146	Elana Kitching	6	Adult	Unknown	2005	8	26	Tall karoo bossies		South Africa	Eastern Cape	Unknown		-3.246.361	2.465.417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	147	Bradley Gibbons	127	Adult	Feeding	2005	7	15	The birds flew in - I was in the lands and the birds arrived - the first time this has happened - usually the birds fly away		South Africa	Eastern Cape	Unknown		-3.239.000	2.545.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	149	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2005	3	30	The chick is very big and is nearly ready to fly - the adults were walking away from the bakkie	Family group	South Africa	Eastern Cape	Unknown		-3.138.944	2.519.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	151	Bradley Gibbons	3	Adult	Unknown	2005	10	31	The cranes were close to embankments made with rock. A disturbed area.		South Africa	Northern Cape	Unknown		-3.112.722	2.459.361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	152	B.Gibbons & Frikkie Rossouw	80	Adult	Feeding	2005	10	5	The farmer reported that these cranes are a problem. They flew away when we arrived.		South Africa	Eastern Cape	Unknown		-3.260.944	2.515.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	153	Resident	7	Adult	Flying	2005	10	20	The man says that cranes very seldom fly over the town - probably flying to other areas		South Africa	Northern Cape	Unknown		-3.140.361	2.311.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	154	Bradley Gibbons	7	Adult	Unknown	2005	7	15	The veld adjacent to the lands		South Africa	Eastern Cape	Unknown		-3.239.667	2.545.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	155	Bradley Gibbons	28	Adult	Unknown	2005	6	30	There were sheep nearby and a small dam		South Africa	Eastern Cape	Unknown		-3.169.889	2.543.417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	156	Bradley Gibbons	500	Adult	Feeding	2005	10	13	They are a prolem on the recently ploughed lands - where mielies will be sown.		South Africa	Free State	Unknown		-2.964.028	2.469.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	157	Bradley Gibbons	14	Adult	Unknown	2005	4	6	They flew around a bit, but didn't fly away from the area		South Africa	Eastern Cape	Unknown		-3.146.639	2.520.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	158	Bradley Gibbons & Bennie van der Merwe	35	Adult	Flying	2005	7	13	They flew to a dry lucerne land - with cattle		South Africa	Eastern Cape	Unknown		-3.151.778	2.462.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	159	Bradley Gibbons + W. Loock	2	Adult	Feeding	2005	8	23	They make a nest close to this area every year		South Africa	Northern Cape	Unknown		-3.110.556	2.530.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	160	Bradley Gibbons	73	Adult	Feeding	2005	6	13	"They were feeding on the bulbs of a grass called ""vleigrass"""		South Africa	Eastern Cape	Unknown		-3.150.083	2.480.583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	161	Bradley Gibbons	10	Adult	Unknown	2005	4	13	They were flying around the area		South Africa	Northern Cape	Unknown		-3.159.083	2.420.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	162	Bradley Gibbons	1	Adult	Unknown	2005	10	19	They were probably breeding. This crane was close to a windmill.		South Africa	Eastern Cape	Unknown		-3.144.889	2.556.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	163	Bradley Gibbons	10	Adult	Unknown	2005	5	19	They were split up into 3, 2 and another 2		South Africa	Eastern Cape	Unknown		-3.188.417	2.475.694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	164	Bradley Gibbons	2	Adult	Unknown	2005	4	14	They were under a power line with sheep		South Africa	Northern Cape	Unknown		-3.111.917	2.534.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	165	Glenn Ramke	2	Adult	Feeding	2005	1	14	Think chick too small to see!		South Africa	Mpumalanga	Unknown		-2.736.500	3.012.750	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	166	Bradley Gibbons	112	Adult	Flying	2005	10	8	This flock always flies north		South Africa	Northern Cape	Unknown		-3.144.583	2.449.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	167	Mark van Niekerk	1	Juvenile	Feeding	2005	8	31	This immature Wattled Crane is possibly the fledgling on the Rush Valley pair. The bird has been seen on this property within the last month.		South Africa	Eastern Cape	Unknown		-3.112.111	2.839.139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	168	Bradley Gibbons	2	Adult	Unknown	2005	3	10	This is a pair - they were separated from the group. No sign of chicks	Pair	South Africa	Eastern Cape	Unknown		-3.178.722	2.487.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	169	Bradley Gibbons	2	Adult	Unknown	2005	4	15	This is just below the mountain pass and is quite hilly		South Africa	Eastern Cape	Unknown		-3.186.556	2.486.417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	170	Mark van Niekerk	1	Adult	Feeding	2005	5	19	This is most likely the chick that was raised in Rush Valley Pan last year.	Flock (mixed species)	South Africa	Eastern Cape	Unknown		-3.078.778	2.825.806	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	171	Mark van Niekerk	4	Adult	Unknown	2005	8	25	This is the first time 4 Wattled Cranes have been seen together.		South Africa	Eastern Cape	Unknown		-3.124.250	2.811.083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	172	Mark van Niekerk	3	2 Adults, 1 Juvenile	Unknown	2005	8	22	This is the first time that the chick was seen.		South Africa	Eastern Cape	Unknown		-3.085.083	2.821.250	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	173	Bradley Gibbons & Handre Viljoen	4	Adult	Unknown	2005	5	27	This pair acted like they had 'broken wings' (I could not see a chick)		South Africa	Northern Cape	Unknown		-3.145.167	2.412.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	174	Bradley Gibbons	1	Adult	Unknown	2005	9	20	Tree area		South Africa	Eastern Cape	Unknown		-3.200.250	2.466.111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	175	B.Gibbons & Frikkie Rossouw	40	Adult	Flying	2005	10	5	Under a powerline		South Africa	Eastern Cape	Unknown		-3.251.583	2.489.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	176	Nic van Helsdingen	2	Adult	Flying	2005	2	16	Vaal overflowing	Pair	South Africa	Mpumalanga	Unknown		-2.677.111	2.991.778	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	177	Derrick Handley	4	Adult	Feeding	2005	10	18	Very close to the power line		South Africa	Eastern Cape	Unknown		-3.172.667	2.528.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
